Timestamp,QtWeb_Process_Name_1,QtWeb_PID_1,QtWeb_CPU_Usage_1,QtWeb_Process_Name_2,QtWeb_PID_2,QtWeb_CPU_Usage_2,QtWeb_Process_Name_3,QtWeb_PID_3,QtWeb_CPU_Usage_3,quicknanobrowser_Process_Name_1,quicknanobrowser_PID_1,quicknanobrowser_CPU_Usage_1,quicknanobrowser_Process_Name_2,quicknanobrowser_PID_2,quicknanobrowser_CPU_Usage_2,quicknanobrowser_Process_Name_3,quicknanobrowser_PID_3,quicknanobrowser_CPU_Usage_3,quicknanobrowser_Process_Name_4,quicknanobrowser_PID_4,quicknanobrowser_CPU_Usage_4,quicknanobrowser_Process_Name_5,quicknanobrowser_PID_5,quicknanobrowser_CPU_Usage_5,quicknanobrowser_Process_Name_6,quicknanobrowser_PID_6,quicknanobrowser_CPU_Usage_6,quicknanobrowser_Process_Name_7,quicknanobrowser_PID_7,quicknanobrowser_CPU_Usage_7,quicknanobrowser_Process_Name_8,quicknanobrowser_PID_8,quicknanobrowser_CPU_Usage_8,quicknanobrowser_Process_Name_9,quicknanobrowser_PID_9,quicknanobrowser_CPU_Usage_9,quicknanobrowser_Process_Name_10,quicknanobrowser_PID_10,quicknanobrowser_CPU_Usage_10
2024-11-25 16:17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,15.3,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,4.9,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,20.2,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.3,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,21.9,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.6,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,22.7,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,6.5,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,22.2,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,6.2,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,20.5,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.7,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,18.7,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.4,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,17.7,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,19.8,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,4.7,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,17.3,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,23.4,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,4.5,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,18.2,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.2,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,33.2,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,4.7,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,19,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.8,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,16.6,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.1,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,18.3,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.8,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,19.2,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.7,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,17.8,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.1,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,16,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,84.7,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.2,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,25.6,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.1,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,15.9,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.1,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
